+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                       ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                   ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u0|mm_interconnect_0|dram_controller_s1_translator                                                                                                                                                          ; 76    ; 4              ; 3            ; 4              ; 64     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mm_interconnect_0|nios2_cpu_debug_mem_slave_translator                                                                                                                                                   ; 111   ; 5              ; 19           ; 5              ; 82     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mm_interconnect_0|jtag_avalon_jtag_slave_translator                                                                                                                                                      ; 111   ; 5              ; 30           ; 5              ; 70     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mm_interconnect_0|accelerometer_avalon_accelerometer_spi_mode_slave_translator                                                                                                                           ; 58    ; 5              ; 27           ; 5              ; 22     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mm_interconnect_0|nios2_cpu_instruction_master_translator                                                                                                                                                ; 112   ; 51             ; 2            ; 51             ; 105    ; 51              ; 51            ; 51              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mm_interconnect_0|nios2_cpu_data_master_translator                                                                                                                                                       ; 112   ; 12             ; 2            ; 12             ; 105    ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mm_interconnect_0                                                                                                                                                                                        ; 303   ; 0              ; 0            ; 0              ; 313    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu_custom_instruction_master_multi_slave_translator0                                                                                                                                              ; 161   ; 0              ; 5            ; 0              ; 105    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu_custom_instruction_master_multi_xconnect                                                                                                                                                       ; 128   ; 0              ; 0            ; 0              ; 161    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu_custom_instruction_master_comb_slave_translator0                                                                                                                                               ; 161   ; 6              ; 4            ; 6              ; 100    ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu_custom_instruction_master_comb_xconnect                                                                                                                                                        ; 155   ; 0              ; 0            ; 0              ; 155    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu_custom_instruction_master_translator                                                                                                                                                           ; 283   ; 0              ; 0            ; 0              ; 283    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|timer_2                                                                                                                                                                                                  ; 23    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|timer_1                                                                                                                                                                                                  ; 23    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sys_clk                                                                                                                                                                                                  ; 23    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pio_0                                                                                                                                                                                                    ; 6     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_debug_slave_wrapper|the_esp32SPIHardware_nios2_cpu_cpu_debug_slave_sysclk                                  ; 43    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_debug_slave_wrapper|the_esp32SPIHardware_nios2_cpu_cpu_debug_slave_tck                                     ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_debug_slave_wrapper                                                                                        ; 123   ; 0              ; 0            ; 0              ; 50     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_nios2_ocimem|esp32SPIHardware_nios2_cpu_cpu_ociram_sp_ram|the_altsyncram|auto_generated                    ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_nios2_ocimem|esp32SPIHardware_nios2_cpu_cpu_ociram_sp_ram                                                  ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_nios2_ocimem                                                                                               ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_nios2_avalon_reg                                                                                           ; 48    ; 0              ; 26           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci_im                                                                                               ; 54    ; 38             ; 51           ; 38             ; 47     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci_pib                                                                                              ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci_fifo|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci_fifo_cnt_inc                                   ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci_fifo|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci_fifo_wrptr_inc                                 ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci_fifo|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci_compute_input_tm_cnt                           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci_fifo                                                                                             ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci_dtrace|esp32SPIHardware_nios2_cpu_cpu_nios2_oci_trc_ctrl_td_mode                                 ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci_dtrace                                                                                           ; 113   ; 0              ; 102          ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci_itrace                                                                                           ; 104   ; 53             ; 104          ; 53             ; 53     ; 53              ; 53            ; 53              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci_dbrk                                                                                             ; 99    ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci_xbrk                                                                                             ; 66    ; 0              ; 61           ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci_break                                                                                            ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci_debug                                                                                            ; 50    ; 1              ; 30           ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_nios2_oci                                                                                                                                               ; 256   ; 0              ; 0            ; 0              ; 70     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_nios2_rtl                                                                                                                                                                              ; 0     ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|esp32SPIHardware_nios2_cpu_cpu_dc_victim|the_altsyncram|auto_generated                                                                                                                     ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|esp32SPIHardware_nios2_cpu_cpu_dc_victim                                                                                                                                                   ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|esp32SPIHardware_nios2_cpu_cpu_dc_data|the_altsyncram|auto_generated                                                                                                                       ; 56    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|esp32SPIHardware_nios2_cpu_cpu_dc_data                                                                                                                                                     ; 56    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|esp32SPIHardware_nios2_cpu_cpu_dc_tag|the_altsyncram|auto_generated                                                                                                                        ; 33    ; 0              ; 0            ; 0              ; 19     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|esp32SPIHardware_nios2_cpu_cpu_dc_tag                                                                                                                                                      ; 33    ; 0              ; 0            ; 0              ; 19     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_mult_cell|the_altmult_add_p3|auto_generated                                                                                                             ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_mult_cell|the_altmult_add_p2|auto_generated                                                                                                             ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_mult_cell|the_altmult_add_p1|auto_generated                                                                                                             ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_mult_cell                                                                                                                                               ; 67    ; 0              ; 0            ; 0              ; 96     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|esp32SPIHardware_nios2_cpu_cpu_register_bank_b|the_altsyncram|auto_generated                                                                                                               ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|esp32SPIHardware_nios2_cpu_cpu_register_bank_b                                                                                                                                             ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|esp32SPIHardware_nios2_cpu_cpu_register_bank_a|the_altsyncram|auto_generated                                                                                                               ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|esp32SPIHardware_nios2_cpu_cpu_register_bank_a                                                                                                                                             ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|esp32SPIHardware_nios2_cpu_cpu_bht|the_altsyncram|auto_generated                                                                                                                           ; 21    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|esp32SPIHardware_nios2_cpu_cpu_bht                                                                                                                                                         ; 21    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|esp32SPIHardware_nios2_cpu_cpu_ic_tag|the_altsyncram|auto_generated                                                                                                                        ; 40    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|esp32SPIHardware_nios2_cpu_cpu_ic_tag                                                                                                                                                      ; 40    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|esp32SPIHardware_nios2_cpu_cpu_ic_data|the_altsyncram|auto_generated                                                                                                                       ; 53    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|esp32SPIHardware_nios2_cpu_cpu_ic_data                                                                                                                                                     ; 53    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu|the_esp32SPIHardware_nios2_cpu_cpu_test_bench                                                                                                                                              ; 794   ; 30             ; 721          ; 30             ; 45     ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu|cpu                                                                                                                                                                                            ; 216   ; 26             ; 26           ; 26             ; 348    ; 26              ; 26            ; 26              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_cpu                                                                                                                                                                                                ; 216   ; 0              ; 0            ; 0              ; 347    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag|the_esp32SPIHardware_jtag_scfifo_r|rfifo|auto_generated|dpfifo|wr_ptr                                                                                                                               ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag|the_esp32SPIHardware_jtag_scfifo_r|rfifo|auto_generated|dpfifo|rd_ptr_count                                                                                                                         ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag|the_esp32SPIHardware_jtag_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram                                                                                                                              ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag|the_esp32SPIHardware_jtag_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                                                                               ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag|the_esp32SPIHardware_jtag_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state                                                                                                                           ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag|the_esp32SPIHardware_jtag_scfifo_r|rfifo|auto_generated|dpfifo                                                                                                                                      ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag|the_esp32SPIHardware_jtag_scfifo_r|rfifo|auto_generated                                                                                                                                             ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag|the_esp32SPIHardware_jtag_scfifo_r                                                                                                                                                                  ; 13    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag|the_esp32SPIHardware_jtag_scfifo_w|wfifo|auto_generated|dpfifo|wr_ptr                                                                                                                               ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag|the_esp32SPIHardware_jtag_scfifo_w|wfifo|auto_generated|dpfifo|rd_ptr_count                                                                                                                         ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag|the_esp32SPIHardware_jtag_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram                                                                                                                              ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag|the_esp32SPIHardware_jtag_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                                                                               ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag|the_esp32SPIHardware_jtag_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state                                                                                                                           ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag|the_esp32SPIHardware_jtag_scfifo_w|wfifo|auto_generated|dpfifo                                                                                                                                      ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag|the_esp32SPIHardware_jtag_scfifo_w|wfifo|auto_generated                                                                                                                                             ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag|the_esp32SPIHardware_jtag_scfifo_w                                                                                                                                                                  ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag                                                                                                                                                                                                     ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\CON_GEN:Float2Int                                                                                                                                                              ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\CON_GEN:int2float|ld_inIsZero_uid12_fxpToFPTest_q_to_excSelector_uid23_fxpToFPTest_a                                                                                           ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\CON_GEN:int2float|ld_vStagei_uid47_lzcShifterZ1_uid10_fxpToFPTest_q_to_vStagei_uid54_lzcShifterZ1_uid10_fxpToFPTest_c                                                          ; 35    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\CON_GEN:int2float|ld_vStage_uid52_lzcShifterZ1_uid10_fxpToFPTest_b_to_cStage_uid53_lzcShifterZ1_uid10_fxpToFPTest_b                                                            ; 27    ; 1              ; 0            ; 1              ; 24     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\CON_GEN:int2float|ld_vCount_uid43_lzcShifterZ1_uid10_fxpToFPTest_q_to_vCount_uid76_lzcShifterZ1_uid10_fxpToFPTest_e                                                            ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\CON_GEN:int2float|ld_vCount_uid38_lzcShifterZ1_uid10_fxpToFPTest_q_to_vCount_uid76_lzcShifterZ1_uid10_fxpToFPTest_f                                                            ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\CON_GEN:int2float|ld_signX_uid6_fxpToFPTest_b_to_outRes_uid33_fxpToFPTest_c                                                                                                    ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\CON_GEN:int2float                                                                                                                                                              ; 34    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\ARITH_GEN:addsub|ld_fracRPreExc_uid116_fpAddSubTest_ieeeAdd_b_to_fracRPostExc_uid143_fpAddSubTest_ieeeAdd_d                                                                    ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\ARITH_GEN:addsub|ld_expXIsZero_uid24_fpAddSubTest_ieeeAdd_q_to_excRZeroVInC_uid119_fpAddSubTest_ieeeAdd_a                                                                      ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\ARITH_GEN:addsub|ld_expXIsZero_uid40_fpAddSubTest_ieeeAdd_q_to_excRZeroVInC_uid119_fpAddSubTest_ieeeAdd_b                                                                      ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\ARITH_GEN:addsub|ld_regInputs_uid118_fpAddSubTest_ieeeAdd_q_to_excRZeroVInC_uid119_fpAddSubTest_ieeeAdd_c                                                                      ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\ARITH_GEN:addsub|ld_effSub_uid58_fpAddSubTest_ieeeAdd_q_to_excRInfVInC_uid122_fpAddSubTest_ieeeAdd_a                                                                           ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\ARITH_GEN:addsub|ld_exc_I_uid29_fpAddSubTest_ieeeAdd_q_to_excRInfVInC_uid122_fpAddSubTest_ieeeAdd_b                                                                            ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\ARITH_GEN:addsub|ld_exc_I_uid45_fpAddSubTest_ieeeAdd_q_to_excRInfVInC_uid122_fpAddSubTest_ieeeAdd_c                                                                            ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\ARITH_GEN:addsub|ld_exc_N_uid31_fpAddSubTest_ieeeAdd_q_to_excRInfVInC_uid122_fpAddSubTest_ieeeAdd_d                                                                            ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\ARITH_GEN:addsub|ld_exc_N_uid47_fpAddSubTest_ieeeAdd_q_to_excRInfVInC_uid122_fpAddSubTest_ieeeAdd_e                                                                            ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\ARITH_GEN:addsub|ld_reg_regInputs_uid118_fpAddSubTest_ieeeAdd_0_to_rInfOvf_uid121_fpAddSubTest_ieeeAdd_1_q_to_rInfOvf_uid121_fpAddSubTest_ieeeAdd_a                            ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\ARITH_GEN:addsub|ld_excRNaN_uid126_fpAddSubTest_ieeeAdd_q_to_concExc_uid127_fpAddSubTest_ieeeAdd_c                                                                             ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|fph2|fpci_multi|datapath|\ARITH_GEN:addsub|ld_expRPreExc_uid117_fpAddSubTest_ieeeAdd_b_to_expRPostExc_uid147_fpAddSubTest_ieeeAdd_d                                                                      ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
